Username,gender,Retweet Count,Follower Count,max_jaccard_score
wgonzales,unknown,15,8247,0.1333
dphillips,unknown,65,9492,0.125
cheryldaniel,unknown,45,7944,0.1333
paulrodriguez,unknown,17,2206,0.0909
rhodesbrandi,unknown,95,3146,0.0909
normarandolph,unknown,35,6459,0.1
jamesmartin,unknown,68,2643,0.0667
thomasfoster,unknown,88,3486,0.1053
mccarthycarmen,unknown,37,9926,0.087
charles59,unknown,68,4469,0.2222
hamiltonjennifer,unknown,25,2185,0.1
laurarose,unknown,84,5235,0.1
abarr,unknown,27,5823,0.1176
dixonmichael,unknown,19,367,0.1304
matthewenglish,unknown,55,9186,0.1111
johnstonadam,unknown,79,9591,0.1
maria72,unknown,89,9003,0.1111
brucemoss,unknown,14,5021,0.0909
erikblair,unknown,27,8135,0.0833
stephanie96,unknown,97,9981,0.1176
aaron76,unknown,45,7437,0.1429
logan79,unknown,5,4286,0.1053
ramirezchristopher,unknown,8,4579,0.1429
rhondawilson,unknown,86,107,0.1053
jonathan10,unknown,87,2076,0.1176
migueltodd,unknown,69,4657,0.069
annaescobar,unknown,64,2869,0.125
patricia59,unknown,11,6806,0.0952
owensmark,unknown,18,4244,0.1176
tonykennedy,unknown,38,1555,0.125
stacybell,unknown,25,6320,0.0909
teresa50,unknown,12,5883,0.1
mwood,unknown,68,7484,0.1
mclaughlinelijah,unknown,25,5967,0.1765
mark06,unknown,1,5320,0.1333
kgates,unknown,22,4427,0.125
lisa40,unknown,79,2665,0.0769
smithdarrell,unknown,52,5008,0.1111
burnsnicole,unknown,86,9014,0.0909
kelly35,unknown,8,1160,0.0769
melanie38,unknown,72,6256,0.1111
ray75,unknown,48,3510,0.1429
tmorris,unknown,68,6570,0.1176
odonnellbrandon,unknown,66,2065,0.1071
webbstanley,unknown,12,9447,0.08
slee,unknown,47,2411,0.125
harry41,unknown,31,4105,0.1
crystal05,unknown,48,1826,0.0909
pittmancynthia,unknown,86,9035,0.125
lisawalton,unknown,7,3608,0.0909
adamsmichael,unknown,19,3144,0.1538
aprilmorgan,unknown,42,2260,0.1176
jennifer03,unknown,92,1413,0.1053
zhampton,unknown,67,5876,0.0909
erikacarrillo,unknown,96,8160,0.0714
kfranklin,unknown,6,8654,0.0714
lmiller,unknown,10,7711,0.2
katherinewest,unknown,33,5344,0.1111
ryansanchez,unknown,34,8569,0.1333
jthomas,unknown,37,9188,0.1111
iwhite,unknown,72,7612,0.125
gthomas,unknown,69,8411,0.1111
mcabrera,unknown,37,828,0.1111
carolynsmith,unknown,50,2388,0.1111
waynewest,unknown,84,6929,0.1538
christineharris,unknown,24,7289,0.125
james76,unknown,35,5447,0.1176
gwagner,unknown,64,4860,0.1538
qwatkins,unknown,27,5928,0.0909
alexandra96,unknown,73,3528,0.1053
lawrencevanessa,unknown,80,4786,0.0909
andrewarmstrong,unknown,73,7435,0.1333
tphillips,unknown,67,3911,0.1333
hughesderrick,unknown,60,5702,0.1053
ggriffin,unknown,63,1201,0.1875
elizabeth45,unknown,41,3719,0.1
aaron77,unknown,55,7208,0.125
stephen15,unknown,66,9452,0.1176
marshmary,unknown,36,2470,0.0769
jordanbrown,unknown,63,4411,0.125
charleseric,unknown,43,2238,0.125
cmorrow,unknown,58,5545,0.1333
brianhubbard,unknown,0,8869,0.1
parkrandy,unknown,60,9789,0.1364
michaelcrosby,unknown,73,93,0.1304
sjacobs,unknown,86,7628,0.1538
sharon02,unknown,78,4090,0.0952
vmiller,unknown,76,9750,0.1333
xstanton,unknown,90,375,0.1053
heatherfisher,unknown,79,4580,0.1111
yatesdavid,unknown,46,9223,0.0769
leekevin,unknown,8,7712,0.1111
john18,unknown,19,8836,0.1
ysnyder,unknown,2,3619,0.125
yskinner,unknown,96,5066,0.125
christophercannon,unknown,75,2245,0.1111
joshua47,unknown,65,3844,0.0833
nelsonlisa,unknown,43,3976,0.125
elizabeth51,unknown,64,5309,0.0769
jasondecker,unknown,92,2087,0.087
kevin54,unknown,78,2924,0.125
nancyjacobs,unknown,56,8751,0.0833
colemanangela,unknown,79,9340,0.1333
jennifer81,unknown,83,8147,0.1111
ian75,unknown,15,638,0.1176
kathystevens,unknown,66,7520,0.1053
jgarcia,unknown,58,8204,0.1538
kelsey58,unknown,64,5486,0.1429
vasquezlindsey,unknown,17,4321,0.1
nramirez,unknown,74,5263,0.125
fgomez,unknown,29,2514,0.1176
wardmichelle,unknown,78,13,0.0952
nturner,unknown,73,904,0.0909
lewiszachary,unknown,48,52,0.125
ericperry,unknown,37,8223,0.0667
barbara70,unknown,10,8204,0.0833
hodgescarrie,unknown,76,2154,0.125
christopher87,unknown,75,7134,0.1176
scarter,unknown,68,8589,0.0741
josborn,unknown,94,4921,0.1176
zwang,unknown,92,4953,0.1429
hadkins,unknown,90,5298,0.087
robertglover,unknown,69,2062,0.0952
hansonronald,unknown,48,1595,0.1111
ccollins,unknown,8,3457,0.0833
alison39,unknown,8,7947,0.0833
harmonkevin,unknown,63,665,0.1053
aewing,unknown,44,5412,0.1111
kgriffin,unknown,27,3294,0.08
barryraymond,unknown,52,5101,0.0714
brittanysmith,unknown,64,7366,0.1538
kyleyoung,unknown,20,5057,0.1053
nhendrix,unknown,44,2419,0.0588
keith16,unknown,100,5435,0.0909
fmalone,unknown,10,1218,0.1
danielrose,unknown,62,9407,0.1364
davisjose,unknown,11,7037,0.1333
jesusfox,unknown,15,8625,0.1053
williammeyers,unknown,54,5725,0.1333
calvin71,unknown,69,2437,0.0833
joy51,unknown,13,5343,0.1176
nunezdevin,unknown,80,2299,0.0909
joshuawerner,unknown,79,9994,0.1176
paigephillips,unknown,54,6266,0.0714
jason58,unknown,1,2553,0.0909
amber62,unknown,72,1384,0.0625
atkinsana,unknown,2,9723,0.0769
paul49,unknown,72,336,0.1
tonireyes,unknown,96,4766,0.08
thomasbarber,unknown,69,8593,0.1176
deanna73,unknown,79,9621,0.1
zhancock,unknown,91,8654,0.0909
maryfry,unknown,38,5512,0.1333
claudiabenson,unknown,58,6160,0.1111
sperez,unknown,22,7509,0.1111
sydney62,unknown,7,7844,0.0667
marcuscole,unknown,82,4983,0.1875
pattersonsergio,unknown,30,6507,0.1053
buchanannicholas,unknown,63,8166,0.1053
jenniferfitzgerald,unknown,70,5217,0.1176
susanwagner,unknown,48,9435,0.125
henrywhite,unknown,44,1816,0.1111
kmcpherson,unknown,10,4950,0.1111
bholt,unknown,83,9341,0.1053
duane96,unknown,55,6588,0.1176
spencerbrent,unknown,58,2642,0.08
asoto,unknown,62,2385,0.1176
scott54,unknown,8,7335,0.0833
ecampos,unknown,35,3227,0.125
romeropatricia,unknown,29,361,0.1111
adamford,unknown,33,8625,0.1111
ycruz,unknown,78,9331,0.125
ustuart,unknown,2,8405,0.125
melissasweeney,unknown,62,5823,0.0714
mcmillankyle,unknown,72,4520,0.1333
ashleyrivera,unknown,41,1347,0.1053
latoyahart,unknown,43,5582,0.0769
wwest,unknown,89,1153,0.1176
michaelcurry,unknown,34,3135,0.1333
dkennedy,unknown,52,1945,0.1667
melaniemichael,unknown,100,7737,0.125
loriphillips,unknown,40,7613,0.0909
phillipsjames,unknown,95,7039,0.0667
todd11,unknown,71,4744,0.1
reedhunter,unknown,13,1455,0.0769
daniel06,unknown,50,7110,0.08
brianking,unknown,45,2035,0.0714
jmarshall,unknown,41,2840,0.1304
vduncan,unknown,54,1552,0.1053
ashley29,unknown,86,9239,0.125
ubauer,unknown,95,7523,0.1333
wendycase,unknown,97,887,0.1579
connieavila,unknown,37,602,0.0909
donald58,unknown,75,4395,0.125
breannaortega,unknown,37,4341,0.0714
vdixon,unknown,58,2582,0.125
pamelaneal,unknown,94,6379,0.125
smoore,unknown,19,8799,0.1111
washingtonchristina,unknown,31,2321,0.0909
qjames,unknown,89,1455,0.1111
spencerguerrero,unknown,82,6966,0.12
cheyennefigueroa,unknown,5,5736,0.1111
wisemichael,unknown,48,68,0.1
kimberly35,unknown,37,9002,0.0952
nicholascarey,unknown,13,1285,0.12
billy50,unknown,90,5632,0.0952
rebecca34,unknown,69,5614,0.125
emily80,unknown,37,1274,0.0909
bpowers,unknown,49,6615,0.1333
kelly87,unknown,53,4191,0.0909
kathrynschneider,unknown,57,7848,0.0833
vincentyoung,unknown,70,8314,0.0909
asantiago,unknown,13,7223,0.0952
rbailey,unknown,38,7204,0.1304
darrenjohnston,unknown,54,130,0.0833
garciaroger,unknown,92,2096,0.0909
jacob95,unknown,84,4530,0.1333
joseph42,unknown,97,5185,0.0667
upaul,unknown,54,9566,0.1053
ykennedy,unknown,57,638,0.0833
kaylahenderson,unknown,10,4393,0.0952
twood,unknown,75,6143,0.1053
rgregory,unknown,48,4138,0.087
mitchell21,unknown,89,7832,0.1765
heather80,unknown,83,3833,0.1429
samanthasmith,unknown,71,5807,0.1429
qbrock,unknown,99,9530,0.1176
contrerasjennifer,unknown,15,3332,0.0833
yvaughn,unknown,53,1361,0.1053
taylorderek,unknown,36,6209,0.1111
donnachambers,unknown,21,2829,0.0938
vlin,unknown,39,6691,0.0769
hholland,unknown,40,2294,0.1053
danthony,unknown,92,4662,0.1111
ymcdonald,unknown,14,3928,0.1
christopherwillis,unknown,21,8123,0.0909
sullivantoni,unknown,59,9128,0.0909
collierwalter,unknown,39,9961,0.0769
normamontoya,unknown,60,7787,0.0714
perkinsalyssa,unknown,19,8196,0.1
oconnorryan,unknown,14,3669,0.1053
heatherwatson,unknown,86,4953,0.15
vancejavier,unknown,89,6814,0.1333
ogreer,unknown,45,356,0.1538
kennethmitchell,unknown,14,4771,0.1111
wilsonmichael,unknown,89,3873,0.1818
maryhunt,unknown,1,2302,0.0952
varnold,unknown,79,3690,0.1176
samantha14,unknown,90,555,0.1053
ocooper,unknown,12,6859,0.1
julie01,unknown,13,5802,0.1111
daviscarolyn,unknown,89,5810,0.1818
brownconnie,unknown,54,8690,0.0833
johnsrobert,unknown,13,7585,0.1333
ereed,unknown,67,6538,0.1176
victoria71,unknown,91,1092,0.1429
avilarobert,unknown,22,4539,0.1
bkhan,unknown,17,132,0.1538
michellemoyer,unknown,7,5388,0.1154
andrea15,unknown,37,9023,0.0769
ssparks,unknown,19,3802,0.1111
kellyerickson,unknown,42,5666,0.125
uruiz,unknown,40,377,0.125
mmejia,unknown,14,5109,0.1111
fuenteschristine,unknown,22,7239,0.0769
brandolph,unknown,17,33,0.1
iwalter,unknown,81,4563,0.1053
shawnarobinson,unknown,63,716,0.0952
donna61,unknown,35,3440,0.1053
ledavid,unknown,37,8127,0.1
jeffersonmichael,unknown,76,4122,0.2222
caitlingraham,unknown,59,3165,0.0769
carriechristensen,unknown,31,6671,0.0833
williamsjessica,unknown,78,932,0.1
justin98,unknown,11,8967,0.125
leslie96,unknown,8,6445,0.1176
huntedwin,unknown,99,4084,0.0769
christopher13,unknown,24,90,0.15
knightjessica,unknown,39,9437,0.2
briannaavila,unknown,48,761,0.0769
andrewsdanielle,unknown,25,2054,0.1
amy40,unknown,65,8245,0.125
eatonrobert,unknown,5,5818,0.0857
rwalker,unknown,62,2942,0.1
deniseflores,unknown,100,4008,0.1429
moraleskyle,unknown,33,151,0.125
hamptonkenneth,unknown,24,7401,0.1111
hpalmer,unknown,76,3186,0.0952
joephelps,unknown,56,5190,0.08
lholt,unknown,72,3466,0.1
patricia26,unknown,72,1133,0.0769
mjoseph,unknown,96,6252,0.0909
emilyzhang,unknown,54,5157,0.0833
hbooth,unknown,97,4074,0.1538
lburton,unknown,58,6877,0.1
benjamin17,unknown,61,8955,0.0909
rwiley,unknown,95,2975,0.1111
pmendoza,unknown,76,7183,0.1429
kgreen,unknown,91,4166,0.1
jerry55,unknown,2,2240,0.1818
dawnnichols,unknown,89,4682,0.0667
robertjones,unknown,37,7656,0.1333
jennifer63,unknown,40,7672,0.1333
ashley47,unknown,61,7986,0.0714
fmorgan,unknown,56,9814,0.125
gallowayjames,unknown,85,9788,0.1111
michael42,unknown,95,2617,0.1765
gabriel52,unknown,17,3565,0.08
wilkinslee,unknown,34,4292,0.1111
joshua18,unknown,19,3702,0.1111
reneemeyer,unknown,72,3839,0.0769
kathyrobinson,unknown,97,7002,0.1
acevedojanice,unknown,74,9024,0.0667
cheyennebaker,unknown,82,7415,0.1111
kelly40,unknown,75,301,0.0909
david69,unknown,89,946,0.1304
williamdavid,unknown,32,6126,0.0714
fsmith,unknown,4,7137,0.1333
daisyholland,unknown,16,6267,0.1333
josephrobinson,unknown,85,4464,0.1818
kristinmiller,unknown,74,1058,0.069
ashley59,unknown,31,7295,0.1034
robertsreginald,unknown,90,2505,0.1111
robin33,unknown,96,181,0.1111
qmiller,unknown,12,7993,0.1429
sarah22,unknown,6,9480,0.1333
ramirezheather,unknown,89,5165,0.0952
floreskimberly,unknown,74,2558,0.125
sleach,unknown,94,331,0.1
michaelhardy,unknown,91,5581,0.1111
vjacobs,unknown,10,7461,0.1111
curtis10,unknown,21,664,0.0909
louis83,unknown,19,7135,0.1538
jonessharon,unknown,5,9095,0.08
mary58,unknown,43,3945,0.0833
phelpskristin,unknown,90,1494,0.1111
ewebb,unknown,56,5189,0.0909
twong,unknown,46,4393,0.1111
iperkins,unknown,24,6370,0.1111
james31,unknown,51,2675,0.1176
hwelch,unknown,51,4289,0.1
phillipschristine,unknown,2,5781,0.087
crystalnolan,unknown,57,4789,0.1364
charles17,unknown,28,6330,0.1111
bryan82,unknown,43,5870,0.1154
eric66,unknown,32,1592,0.0833
zmyers,unknown,13,9433,0.1538
michelle74,unknown,44,5638,0.1667
mduran,unknown,60,9032,0.125
linda79,unknown,85,7251,0.1
christopher03,unknown,46,1022,0.1875
wisekenneth,unknown,19,463,0.0769
masongentry,unknown,5,2446,0.1111
jonathan93,unknown,54,8800,0.125
orogers,unknown,63,1658,0.1111
gcross,unknown,97,3297,0.1429
larrygallagher,unknown,98,1824,0.1333
potterdaniel,unknown,94,7268,0.125
kelsey81,unknown,86,2895,0.0833
sara07,unknown,68,3440,0.0714
ernest63,unknown,74,5191,0.1053
alexandra23,unknown,53,5017,0.087
jenniferbowman,unknown,60,4251,0.1111
krobinson,unknown,32,4338,0.1667
joseph49,unknown,23,1129,0.1111
dianewright,unknown,9,9702,0.125
kalvarez,unknown,19,9286,0.1111
vpatel,unknown,24,3478,0.0667
katrina80,unknown,53,7603,0.0952
glennalexandra,unknown,3,1893,0.087
ujohnson,unknown,54,6029,0.1111
rjohnson,unknown,34,9206,0.1333
amberfox,unknown,97,2631,0.0741
jessicamcdonald,unknown,8,3164,0.1667
woodslisa,unknown,1,70,0.1538
nguyentheodore,unknown,5,6996,0.1176
ndavis,unknown,97,8478,0.1
jason89,unknown,3,4367,0.1
garciajudith,unknown,15,7575,0.1333
bruce78,unknown,1,7267,0.1
harrismatthew,unknown,32,5651,0.1429
katherine67,unknown,75,2474,0.1818
nicolepeterson,unknown,27,3751,0.1176
sarahmcintyre,unknown,12,3129,0.0952
ericcummings,unknown,99,4882,0.125
jonathonfleming,unknown,90,5032,0.1053
lynchlouis,unknown,9,5227,0.125
jessicawheeler,unknown,40,8430,0.125
vcordova,unknown,68,7932,0.1053
jonesemily,unknown,55,7649,0.1
charlesfernandez,unknown,88,3208,0.1111
millerbrian,unknown,74,9015,0.125
katherinemurphy,unknown,0,4617,0.0909
wheelermonica,unknown,95,4618,0.0909
avilapaul,unknown,33,46,0.0625
rileyjasmine,unknown,97,864,0.1176
jennaguerrero,unknown,89,5956,0.0833
robert35,unknown,55,9611,0.125
chodge,unknown,13,208,0.15
daniellegray,unknown,82,6509,0.125
rivasandrew,unknown,92,5608,0.12
thomas19,unknown,23,8596,0.1429
janet80,unknown,84,8472,0.08
william40,unknown,86,2050,0.1875
shaneolsen,unknown,75,1366,0.1111
christine79,unknown,71,1308,0.0833
evan47,unknown,59,4786,0.0714
matthewlynch,unknown,65,892,0.1053
browncathy,unknown,47,6521,0.1111
williamskim,unknown,5,1050,0.0769
pgonzalez,unknown,39,2771,0.1154
jonathan40,unknown,70,8636,0.1111
diazcraig,unknown,63,5548,0.0833
ddennis,unknown,31,1738,0.1
alyssaharris,unknown,69,5686,0.1
xgordon,unknown,48,9623,0.0769
kimberly93,unknown,46,1237,0.125
barberbrenda,unknown,93,6815,0.0909
delacruzjohn,unknown,46,1087,0.1053
deanbutler,unknown,97,8183,0.1429
tanyaevans,unknown,35,3327,0.1
sjennings,unknown,80,1492,0.0909
maria45,unknown,98,8322,0.0769
bowmanerin,unknown,11,8590,0.1667
johnsonglenda,unknown,34,2371,0.087
tbrown,unknown,63,741,0.1333
fmeyer,unknown,86,4799,0.1429
jasminebrown,unknown,14,7525,0.087
howejohn,unknown,5,6086,0.1
bmiller,unknown,57,6322,0.1538
justinryan,unknown,24,8038,0.1053
jonesjonathan,unknown,18,5866,0.1333
morrisdavid,unknown,8,3206,0.1333
samuelshelton,unknown,22,8526,0.1429
caitlyn91,unknown,13,5460,0.1538
ihardy,unknown,89,1607,0.0625
jameshughes,unknown,32,1384,0.1304
laura10,unknown,19,49,0.0909
emily01,unknown,79,6249,0.1429
christopher76,unknown,61,3184,0.0909
gregorylee,unknown,27,3897,0.1333
ypotter,unknown,64,3427,0.1
caleblee,unknown,28,1610,0.1
robertmorris,unknown,70,4451,0.1176
flowerstim,unknown,68,3393,0.0625
dglover,unknown,39,4322,0.0909
andrewdavis,unknown,65,59,0.125
kingwilliam,unknown,45,1721,0.125
richardsonerin,unknown,66,9709,0.1111
erikarussell,unknown,74,504,0.1
donna44,unknown,49,7007,0.0769
megan92,unknown,34,4886,0.1
paultaylor,unknown,59,6261,0.0833
anna20,unknown,50,2718,0.0667
kcase,unknown,4,5831,0.125
reynoldscharles,unknown,80,1399,0.0909
danielle64,unknown,41,7969,0.125
robertwilliams,unknown,9,7471,0.1333
micheal38,unknown,90,2444,0.1
richard47,unknown,85,8661,0.125
linmicheal,unknown,7,2265,0.0667
tcruz,unknown,90,638,0.1333
jason38,unknown,44,4688,0.125
bfrye,unknown,69,7234,0.1429
genefernandez,unknown,55,4771,0.0833
randalljennings,unknown,41,2441,0.125
ulong,unknown,5,5467,0.1
sullivanjacob,unknown,98,7523,0.0952
francis36,unknown,54,4708,0.0769
boydtimothy,unknown,70,8064,0.1
eric51,unknown,33,7442,0.1111
melody27,unknown,1,8733,0.1111
cruzjoanna,unknown,78,9327,0.1429
samanthabaker,unknown,27,3543,0.1
christophergraves,unknown,79,4551,0.1429
tiffanysimon,unknown,79,3748,0.125
zsanchez,unknown,34,5863,0.125
christopher00,unknown,58,4913,0.1667
kenneth03,unknown,97,9185,0.0741
joshuasanders,unknown,0,1399,0.1
smithsergio,unknown,76,7667,0.0769
powellheather,unknown,20,581,0.1333
kennedytommy,unknown,2,3320,0.1333
jennifer79,unknown,39,9180,0.1333
mckinneymichael,unknown,42,1348,0.1111
timothyward,unknown,73,9443,0.1667
katrinablackwell,unknown,52,8353,0.0667
carmen98,unknown,28,6748,0.1176
gregory44,unknown,74,766,0.1176
mary87,unknown,8,4696,0.1
cisnerosjessica,unknown,74,2677,0.1111
vramirez,unknown,59,4737,0.2
obrowning,unknown,9,3516,0.0909
ruizdanielle,unknown,90,390,0.0833
ubautista,unknown,86,9266,0.1
amanda00,unknown,70,2257,0.1429
qpierce,unknown,23,5772,0.1111
jeremyolsen,unknown,72,5106,0.1
ntaylor,unknown,45,3034,0.1304
melissaleon,unknown,26,1900,0.1
hubbardpeggy,unknown,46,3442,0.0588
lawrencestephanie,unknown,79,5370,0.1071
ztaylor,unknown,49,446,0.1333
erinwilliams,unknown,50,46,0.1818
julieford,unknown,26,2508,0.125
angelcantu,unknown,94,7051,0.1
amygarcia,unknown,23,6949,0.0588
theresa33,unknown,65,9715,0.1053
cmunoz,unknown,90,8117,0.125
rcontreras,unknown,56,1097,0.12
waretodd,unknown,1,811,0.1111
christiemurphy,unknown,32,1767,0.0833
bcole,unknown,21,7331,0.0909
douglas04,unknown,32,6478,0.0952
christopherglenn,unknown,11,8043,0.1429
ischmitt,unknown,62,915,0.0909
jeffrey16,unknown,62,6029,0.1667
shannonrodriguez,unknown,24,903,0.1
perezjohn,unknown,100,5303,0.1176
mgordon,unknown,99,2951,0.125
pthomas,unknown,44,8817,0.1429
kristalynch,unknown,15,7262,0.0714
kathy70,unknown,38,112,0.125
whiterobin,unknown,51,4791,0.1111
stephaniethompson,unknown,40,6686,0.1111
dmoore,unknown,34,4388,0.1333
munderwood,unknown,30,5865,0.1875
thomasramirez,unknown,7,9762,0.1053
danamedina,unknown,76,3343,0.0952
dan71,unknown,39,7355,0.1
marshalljeremy,unknown,27,9716,0.0909
ltaylor,unknown,65,12,0.0769
pford,unknown,14,5569,0.1
juliaclark,unknown,86,1131,0.1
nchase,unknown,42,852,0.1176
heatherwilson,unknown,87,5171,0.1333
casey36,unknown,18,7190,0.0909
xcolon,unknown,42,185,0.1176
julie80,unknown,79,5589,0.1176
johnnyallen,unknown,72,1769,0.125
vickie55,unknown,71,8857,0.0714
roachdebra,unknown,26,1172,0.1111
masonmatthew,unknown,64,1915,0.1111
dunnbobby,unknown,65,3328,0.0909
davidestes,unknown,97,275,0.0909
lisasanchez,unknown,34,2414,0.1
jwalker,unknown,14,1391,0.1053
carlaolsen,unknown,1,9147,0.0909
nathanielharris,unknown,27,7654,0.1875
curryjohn,unknown,76,6095,0.1
michellebryant,unknown,30,5344,0.1579
brianwright,unknown,3,4780,0.0909
sandramorse,unknown,34,3370,0.1538
joneskelly,unknown,1,6396,0.1176
william21,unknown,41,83,0.1
kprice,unknown,31,3723,0.1111
parrishdennis,unknown,17,4076,0.0909
brownvalerie,unknown,10,6157,0.1053
graycaitlin,unknown,26,3025,0.0833
lweeks,unknown,48,6915,0.1429
michaelgarcia,unknown,66,5092,0.1176
mroy,unknown,50,87,0.125
lisajones,unknown,64,9884,0.1111
ejohnson,unknown,68,878,0.2222
obrown,unknown,90,3426,0.2105
john78,unknown,94,1328,0.1333
catherine71,unknown,48,234,0.1111
pchavez,unknown,39,9346,0.1333
jacobjohnson,unknown,71,7359,0.0769
elizabethhill,unknown,80,2277,0.1111
kbrown,unknown,49,8212,0.125
jean44,unknown,79,6987,0.0833
ysantana,unknown,68,201,0.125
smithlaurie,unknown,63,777,0.1053
dunderwood,unknown,88,6665,0.1333
carrie68,unknown,86,3230,0.0909
yhall,unknown,58,9817,0.087
rebecca80,unknown,12,9195,0.1154
mark50,unknown,27,4287,0.0952
laura09,unknown,38,4584,0.125
watkinshenry,unknown,37,5228,0.1176
grantkatherine,unknown,66,8521,0.0625
zwilliams,unknown,62,6277,0.1429
welchkimberly,unknown,55,4787,0.1
russojeremy,unknown,36,338,0.1538
barrshirley,unknown,18,1090,0.0645
warddaniel,unknown,54,9156,0.1176
scott17,unknown,59,228,0.1111
valeriefarrell,unknown,63,3639,0.0952
kayla50,unknown,34,7727,0.1176
ashley25,unknown,84,5280,0.1
danielflores,unknown,19,6144,0.1333
savannah26,unknown,9,4428,0.1429
irodriguez,unknown,85,1040,0.08
ularsen,unknown,85,898,0.0769
jamesreed,unknown,69,6119,0.125
kromero,unknown,91,7975,0.0909
xrussell,unknown,53,5101,0.0909
brandyshelton,unknown,36,2117,0.1
gbarber,unknown,22,1042,0.125
isutton,unknown,29,9448,0.1053
joseph76,unknown,4,5301,0.1
haroldmiller,unknown,48,6113,0.1
teresaford,unknown,99,5628,0.1667
teresa52,unknown,40,2394,0.1111
vclark,unknown,27,8763,0.1
juarezchristopher,unknown,11,3031,0.1111
